area,bedrooms,bathrooms,stories,parking,price
3887,3,3,2,1,1444026
2211,3,1,2,1,914991
3520,1,3,2,1,1276491
1295,3,3,1,1,699970
1472,1,1,2,0,623289
1092,1,2,1,0,397913
1637,2,3,1,0,702301
3611,3,1,1,0,1240782
1824,1,2,1,1,672257
2771,2,3,1,0,1003578
817,4,3,1,0,580070
2896,2,3,1,0,1131450
2662,2,2,1,1,1048950
3245,1,3,2,2,1128241
1846,5,2,1,1,892635
2091,5,3,1,2,960654
3611,5,1,2,2,1374988
2389,2,3,2,0,913613
2587,1,1,2,0,913264
2496,3,1,2,0,994745
2272,2,1,1,1,879311
1812,2,2,2,1,788217
1785,1,1,2,0,613107
715,4,3,2,1,618637
3718,2,2,2,1,1370564
2883,4,1,1,2,1124265
3739,4,2,2,1,1417954
2639,5,2,2,2,1138822
2900,1,2,2,0,955407
3118,4,3,2,1,1313701
3363,1,1,1,2,1180003
2204,5,2,2,1,979897
3328,1,2,2,2,1116807
862,2,2,2,2,441773
3104,4,1,1,1,1201712
3916,1,2,2,0,1255701
2216,3,2,2,2,1001190
1693,1,3,1,0,721297
855,4,1,2,1,562717
690,5,3,1,1,622486
2969,5,1,1,0,1193637
1199,4,1,2,1,667957
2554,2,1,2,2,901190
2680,2,3,1,0,1083523
1056,5,3,1,1,667432
1325,5,3,2,1,786059
3308,4,3,1,0,1426760
1554,2,2,1,2,665199
3082,5,2,2,0,1311570
925,2,2,1,1,498226
3965,5,1,1,1,1437859
3219,1,2,1,0,1045712
2910,3,1,1,2,1204794
2074,1,3,1,2,841158
2629,5,1,1,2,1117856
2903,3,1,2,0,1064117
3829,3,2,1,2,1424703
1088,5,3,2,2,757157
2512,5,3,2,2,1174926
2047,2,2,2,2,897548
794,5,3,2,1,589857
2485,4,3,2,0,1025464
1747,5,3,2,0,956253
2048,4,2,2,2,1050034
3617,5,3,2,0,1507229
2190,2,1,1,0,871887
1636,4,1,2,1,772057
1756,1,3,2,0,720105
2564,4,2,2,1,1096832
859,2,2,1,0,434928
3794,4,2,2,1,1523764
3413,5,3,1,1,1454692
1199,5,3,2,0,719738
947,2,1,2,1,386821
3403,3,2,1,1,1262721
2912,5,1,2,0,1135867
1174,1,1,1,1,468383
1507,2,2,1,1,593306
1849,4,3,2,1,962525
3014,4,3,2,1,1283421
2961,1,1,1,1,1036306
1085,5,1,1,2,709109
1756,2,1,2,1,731355
1747,1,1,2,1,686440
1493,5,2,2,1,884634
1935,2,1,1,1,738774
1071,4,1,2,0,621555
2882,2,3,1,2,1051943
1745,3,3,2,0,807463
2584,2,3,1,2,1128164
1488,3,2,1,1,732141
777,2,2,2,1,443800
1719,3,3,1,2,818927
3463,4,3,1,2,1377850
2387,5,1,1,0,1027685
983,3,1,1,2,504949
1765,3,2,1,1,799243
3895,4,2,2,0,1495015
1230,3,1,2,2,619331
2739,1,3,1,2,1018702
1540,4,1,2,0,749038
3071,1,2,1,2,1054937
1417,4,2,1,1,744363
2948,3,1,2,0,1143407
1385,1,1,1,2,618743
3252,3,1,1,1,1206518
521,4,2,1,2,438518
973,3,3,2,0,566753
3691,1,1,2,2,1200151
2757,1,2,1,2,1023467
2853,3,2,1,2,1012913
3841,2,2,1,1,1398532
1203,4,1,1,1,683166
1186,4,1,1,2,489268
784,3,3,2,2,608964
1215,2,2,2,0,615864
1262,1,1,2,2,514097
1750,5,2,2,0,815409
1447,5,2,1,1,737212
2928,3,3,1,2,1130474
3007,2,1,2,0,1137902
1530,2,1,2,1,621547
528,4,2,1,0,483666
1406,1,2,2,1,580596
3604,2,3,1,2,1323953
3426,5,3,1,0,1309230
2626,1,3,1,2,920446
3494,1,3,2,0,1292854
3006,3,3,2,1,1189013
1069,2,3,2,0,565732
2506,3,2,2,0,1092117
1953,2,3,2,2,839518
1237,4,2,1,2,671887
3856,3,2,2,2,1497104
1015,3,1,1,1,520117
2500,5,2,1,2,1126000
3670,3,2,1,0,1380840
2944,2,3,2,1,1128205
538,5,2,2,2,580779
3842,3,3,2,0,1426807
1386,3,3,2,0,744856
3344,4,3,2,1,1369266
2704,3,1,2,0,1019929
1598,1,3,2,2,693112
3431,5,2,2,0,1257083
2323,1,3,1,2,946588
3701,5,3,2,2,1457568
2210,4,3,1,1,934544
1473,3,1,1,0,619999
3655,3,2,1,1,1251852
3593,3,1,1,1,1316280
2062,5,2,2,1,1001650
3396,3,1,2,2,1244473
3953,1,2,1,2,1311998
3295,3,1,1,2,1183830
1488,4,3,1,2,817139
520,1,1,2,0,196313
2850,3,1,1,0,1034550
1368,3,3,1,2,623928
583,2,3,2,2,473337
2182,5,2,1,0,967788
2476,1,2,2,1,935137
1910,2,2,2,1,850476
2030,4,1,1,2,952321
3828,5,2,1,1,1442294
1069,1,1,1,2,466172
1433,3,1,2,2,735969
3733,1,2,2,2,1334723
2480,3,2,2,0,1033766
3734,5,1,1,1,1346033
2355,3,3,1,0,1000557
3556,4,3,1,1,1352153
1292,3,1,1,0,620834
1291,4,2,1,0,699440
2309,5,1,1,2,1052195
1794,5,1,2,2,882667
3039,1,2,2,0,1127504
2755,4,3,2,1,1197015
2107,4,1,1,1,913175
1583,2,3,2,2,688179
2977,2,3,2,2,1172904
1484,2,2,2,1,759135
2180,3,1,1,1,799490
3880,2,1,1,1,1365505
1019,4,3,2,2,708511
1090,3,3,1,1,688275
1550,5,2,1,2,861287
2209,1,3,1,0,823233
2535,2,2,1,0,961630
2746,5,1,2,0,1130397
2934,4,2,1,1,1236162
848,1,3,2,2,386951
1459,5,1,2,1,748306
2463,1,2,1,2,921207
1192,2,1,1,1,581146
2059,4,2,1,0,897010
877,1,3,2,2,433983
3446,5,3,2,1,1418256
3463,2,1,2,2,1220551
1026,2,1,2,2,491751
3724,5,1,2,1,1430441
3281,5,2,2,1,1327562
2753,1,3,2,2,950103
3002,3,1,1,2,1145607
3844,2,1,2,0,1356936
1759,1,1,2,2,752619
2375,5,2,2,0,1105520
2263,1,1,2,0,839368
1020,5,1,1,0,620800
2201,4,2,2,2,902172
1516,5,2,2,0,818807
3503,5,1,1,2,1386518
3273,5,1,1,2,1363393
1513,3,2,2,1,747273
3048,5,3,2,2,1317906
616,2,2,2,2,512707
2933,2,3,2,0,1152322
1867,1,1,2,2,727093
1083,3,1,2,2,597665
894,1,3,1,1,446259
1587,2,2,1,1,671925
3268,2,1,2,0,1041889
571,4,3,2,0,455545
773,5,2,2,1,569853
2513,2,3,1,1,1001431
1843,1,2,2,2,650315
837,1,2,1,0,355041
1889,5,2,1,0,864234
1106,5,2,2,2,717637
665,4,3,1,2,562156
2067,3,3,2,0,867809
2558,1,3,1,1,913703
1824,5,3,2,1,908185
1228,1,3,2,2,558893
3348,5,2,1,0,1331842
2543,2,1,1,2,1008656
601,1,1,1,1,244675
3996,2,3,2,1,1531342
1915,1,3,1,2,702809
1278,3,1,1,1,646132
713,4,2,2,0,490110
1611,2,3,2,2,697752
2076,5,2,1,2,1048643
2948,3,1,1,2,1118487
3135,1,1,1,1,1057674
3436,2,3,2,0,1246946
3617,1,2,2,2,1236026
2195,1,3,1,2,839657
1091,1,1,2,1,300955
1833,4,2,1,0,737215
1609,4,3,1,2,842315
2639,5,3,2,1,1245838
3220,2,3,1,2,1274177
1213,3,1,1,1,531050
1435,3,3,2,0,720141
2451,3,2,1,1,870626
741,1,3,1,2,394730
2543,4,1,2,2,1104084
501,2,3,1,1,374425
2772,1,1,1,0,915012
3348,4,1,2,0,1273735
2268,4,2,2,2,1074542
2449,2,2,2,2,952464
3136,2,3,1,1,1169432
2663,2,1,2,1,1059869
1417,1,1,1,1,528683
3674,5,2,2,0,1370373
2741,2,2,1,0,1070720
3737,5,3,1,2,1561879
3418,1,1,2,2,1064566
589,5,2,1,2,530190
2209,3,3,1,1,936591
2669,5,1,2,0,1189132
642,2,1,1,2,371880
3541,1,2,1,2,1230595
605,2,3,1,2,431349
1386,3,2,2,2,672495
927,2,3,2,2,602961
1828,2,1,2,2,708786
2395,2,3,2,0,924227
2494,4,3,2,2,1107903
816,3,3,2,0,457897
2486,2,3,2,1,1079070
1134,2,3,2,0,570157
2425,2,2,1,1,963730
2556,1,3,1,0,878925
3321,4,3,1,0,1341886
3644,1,1,1,2,1263029
3930,4,3,2,0,1556043
2770,2,1,1,0,1076249
1939,3,2,1,2,813788
1052,5,2,1,1,651267
3941,5,3,1,2,1530037
1215,2,2,1,2,569688
1787,1,3,2,2,779305
2213,3,2,2,1,959411
2383,4,3,1,0,1106937
3889,2,3,1,0,1401209
1607,3,1,1,2,712128
1841,3,1,1,2,727712
610,4,1,2,0,496316
750,3,1,1,0,417175
2930,1,3,2,0,1103452
2554,1,2,1,1,889961
958,1,3,2,1,542435
1607,3,1,2,2,751415
707,1,1,2,1,396712
1399,4,2,1,2,748990
3961,3,1,1,0,1342033
3885,5,3,2,0,1527231
521,3,3,1,2,382279
909,4,3,1,0,591932
1394,5,3,2,2,755068
1014,3,3,1,2,608893
3698,1,2,2,2,1108423
1308,2,3,1,1,657896
1373,2,1,1,2,536716
513,1,1,2,2,256204
1470,2,1,2,2,709593
3525,2,1,2,1,1258489
3561,1,2,2,0,1260616
3583,1,1,1,1,1139633
2634,3,2,1,2,1098294
3456,3,1,1,1,1244926
2060,1,2,2,0,773881
1824,4,2,1,0,901714
1766,2,2,1,2,681655
2669,3,1,1,0,1046351
3718,2,2,2,1,1349670
1249,5,3,2,1,759045
3927,1,3,1,0,1283393
1184,4,1,1,2,623984
2427,5,3,2,2,1097182
2856,5,3,2,1,1311142
1194,5,3,2,0,742787
2835,1,1,2,1,951651
806,3,1,1,1,384919
2489,1,3,2,1,918547
3461,3,1,1,2,1330111
1161,5,2,2,0,703871
1048,5,3,1,0,665390
3923,4,1,1,2,1541834
811,3,1,2,1,457572
3420,5,3,1,1,1360584
1582,2,1,1,2,674804
3471,4,3,1,0,1372278
2237,1,1,2,2,791760
1254,4,2,2,0,636316
534,2,3,2,0,462553
944,3,2,1,0,491550
2640,1,3,1,1,894406
2482,1,1,1,1,869243
1730,3,2,1,2,823729
852,4,1,2,2,546069
1402,5,3,1,1,822456
1855,4,3,1,2,844133
3409,2,3,1,1,1279112
2248,5,3,2,1,1021639
658,4,3,1,0,522658
2477,3,2,2,0,1031483
1456,2,3,2,1,686735
2571,2,1,1,0,859527
903,2,2,1,1,406296
3352,5,1,1,0,1385256
1015,1,3,1,2,456092
3279,5,1,2,2,1371956
1887,4,2,2,1,887018
3953,1,2,2,1,1300697
3079,4,2,2,0,1197062
1455,1,1,2,0,641491
2699,5,2,2,1,1349182
2212,2,1,2,2,847734
3494,3,3,2,2,1338881
1107,2,3,2,1,495185
2967,5,1,2,2,1157604
1773,1,2,1,1,634037
3688,2,1,1,0,1234149
3413,5,1,1,2,1352627
2035,4,1,2,2,945006
3125,3,3,1,0,1208543
2882,2,1,2,0,1069935
1941,1,3,2,2,761602
3479,4,1,1,2,1320160
2297,5,3,2,1,1065895
794,3,1,1,1,389863
1254,1,1,2,2,427499
1894,5,2,2,1,899742
685,5,2,1,0,411451
1769,2,1,1,1,639056
1136,2,1,1,1,533058
1791,1,1,1,2,676308
3808,5,1,1,1,1458470
1029,2,2,1,2,577726
2568,3,3,2,2,1043976
3458,3,1,2,2,1321497
3414,5,2,2,0,1333844
1293,2,1,2,1,586772
2647,1,1,1,1,916777
3299,1,3,2,1,1195075
977,1,1,2,2,423764
2122,3,1,1,0,852566
3869,2,3,2,2,1440575
1439,2,3,1,1,585167
1025,3,3,1,2,639924
2881,1,3,1,2,992504
501,1,2,2,1,271432
874,5,2,1,2,634298
2840,4,2,2,2,1211895
3384,2,1,2,0,1196201
3552,2,3,2,2,1341878
1052,2,3,1,0,468765
2865,4,2,1,1,1128316
2025,5,1,1,0,804981
2351,4,1,2,2,959360
880,1,1,2,1,331919
2146,1,2,1,2,804466
513,2,1,2,2,471706
1003,3,1,1,0,538906
2778,2,1,1,2,901156
2508,3,3,2,0,956518
3655,4,2,2,1,1346558
629,1,3,1,1,275941
1337,3,3,2,2,696976
3716,4,2,1,0,1406237
3438,1,3,1,2,1156750
2540,3,1,2,2,1000847
527,2,1,1,2,349110
2613,2,1,2,2,1018848
3734,2,1,1,0,1278005
1752,4,2,2,2,872120
760,2,3,2,1,471129
2546,5,3,1,0,1073090
1972,1,1,2,2,701824
1947,4,1,2,0,787960
959,2,3,1,2,602634
800,1,2,2,1,331537
3466,3,3,1,1,1362404
3874,2,1,2,1,1274225
2834,1,1,1,0,988571
3966,5,2,1,1,1583406
3581,3,3,1,2,1421899
1129,5,2,1,2,646626
769,1,2,2,2,418913
3139,5,1,1,0,1211667
2493,1,3,2,0,883569
2128,1,1,1,1,755592
2301,5,3,2,0,1110994
3391,1,1,1,2,1117542
1361,2,1,2,2,624758
3932,1,3,2,2,1344212
1780,4,3,1,0,791837
2680,1,1,1,2,917779
3847,4,3,1,1,1465876
2299,1,1,2,0,843089
2206,1,3,2,2,809223
3519,5,1,2,2,1513631
3060,2,1,2,0,998386
2860,2,1,1,0,1019403
1075,3,2,1,1,553246
3433,5,3,1,0,1357482
2503,5,1,1,2,1072143
1807,2,2,2,1,790708
3692,5,1,2,2,1498975
3678,2,2,1,2,1302521
2456,5,1,2,2,1103389
3234,1,1,1,0,1003685
2520,2,2,2,0,946786
3775,2,2,2,2,1382218
2712,4,3,2,0,1029449
2852,5,3,2,2,1269645
2155,5,2,2,0,988089
2079,2,3,2,0,917190
2347,1,2,1,0,842455
2703,1,3,2,1,1029891
1890,1,1,1,0,653424
2242,5,3,1,1,1079202
2425,4,1,1,1,1020614
1119,2,1,1,1,435369
1774,3,3,1,2,837748
1456,4,2,1,0,775912
2439,3,1,2,2,1030889
2881,4,1,2,1,1150668
1468,1,3,2,0,636484
3058,5,2,1,2,1323145
1816,3,2,1,1,732857
1543,4,3,1,2,826619
781,5,2,2,2,515754
3344,3,3,2,0,1326317
3572,2,3,2,0,1282362
2666,4,3,1,2,1135477
1558,2,1,1,0,589631
697,1,1,1,0,307047
3032,2,1,2,2,1122369
1582,2,3,1,0,722315
3384,4,1,1,0,1330175
1684,1,1,1,1,622627
1508,2,1,1,0,519320
3238,5,3,2,1,1431682
1729,3,3,2,2,755101
1535,2,3,1,1,664387
989,1,1,1,2,402182
775,2,2,2,0,433077
3240,3,1,2,0,1128825
2789,1,1,1,1,886097
1739,4,3,2,2,880623
1774,1,3,2,0,672310
625,4,1,1,1,519804
716,1,1,2,1,322255
3877,3,2,2,1,1376683
1708,3,2,2,0,845991
3610,1,3,2,2,1316496
1746,2,2,1,0,839647
3755,3,2,2,0,1280384
3042,4,3,2,2,1282988
2974,4,2,1,1,1211480
3749,5,1,2,0,1446091
1418,4,2,1,1,702299
3999,5,3,1,1,1636980
1817,1,1,2,2,718419
2698,1,2,2,2,904937
2931,1,1,2,2,985831
2161,2,1,2,1,775099
807,2,2,2,1,451042
1859,5,2,1,0,935143
2469,4,3,2,1,1066737
3293,4,3,1,2,1315243
1391,1,1,2,2,518348
874,3,3,1,2,590267
3579,2,1,2,2,1335332
2533,2,1,2,1,943277
1864,1,3,2,2,848200
628,2,3,2,0,391195
1514,1,3,2,1,579350
2299,5,2,1,2,1089918
3216,4,1,2,0,1230006
3923,3,1,2,2,1397838
1881,4,1,2,1,853133
1016,4,3,1,1,550580
2018,5,3,2,0,897996
585,2,3,1,1,405128
1698,3,3,2,0,811118
3764,2,3,1,2,1438892
2858,4,2,2,1,1216731
1642,1,3,2,2,734368
3789,4,1,1,2,1480221
2974,2,3,2,1,1161694
2493,4,1,1,2,1010689
3985,1,3,2,0,1421119
2661,5,3,2,0,1222080
3716,2,1,1,0,1264409
802,4,1,2,1,465609
3291,2,1,1,2,1078046
1087,5,1,1,2,698219
1486,4,2,2,2,799733
2363,4,1,2,2,1039854
844,2,3,2,0,527186
1313,2,3,1,1,573948
2487,1,2,1,0,782265
3348,5,1,2,0,1350192
3572,1,3,1,1,1306487
3718,4,2,1,1,1427992
1810,2,3,1,0,678682
2499,4,2,1,2,1071734
2177,4,2,2,1,911862
3624,3,1,2,1,1245079
1827,3,2,2,0,797716
1592,4,3,1,2,825724
2908,2,3,1,1,1092468
3791,4,1,1,0,1409206
1509,3,1,1,1,628170
1203,2,2,2,2,595184
1074,4,1,1,0,547932
2108,5,3,1,0,979815
3732,5,3,2,2,1543020
1612,4,1,2,0,806581
1187,2,1,2,2,570714
3328,4,1,1,0,1279600
3132,4,2,1,2,1250111
3136,3,2,1,1,1210180
3730,5,3,1,1,1545689
988,3,2,1,1,635359
3518,3,2,1,0,1345938
1847,4,2,2,2,881345
3952,3,2,1,2,1502833
3673,5,3,2,1,1524352
993,3,1,2,1,502539
2167,5,3,2,1,1073240
2137,3,2,1,2,844665
518,5,1,1,1,498615
2944,3,1,2,0,1190789
1500,3,1,1,1,706130
3850,2,3,1,1,1439830
1350,5,1,2,2,736090
1888,5,3,1,0,950444
1854,5,3,1,2,981108
1867,1,2,1,0,674841
1321,3,2,1,0,660485
954,5,1,2,1,643934
2124,1,1,2,1,806940
3272,2,2,1,2,1140096
3636,5,3,1,2,1544604
3647,5,3,1,2,1506632
1210,1,2,2,0,507093
2690,3,3,1,2,1092299
1416,2,2,1,0,602858
3375,5,2,2,0,1321053
3152,3,1,1,0,1205058
1996,2,1,2,0,816955
1940,4,2,1,0,913516
804,4,1,2,1,601859
1235,2,2,1,0,559988
2838,1,3,1,0,928613
2463,2,3,2,1,1015343
2649,2,3,2,1,1069281
2509,1,3,2,1,1025391
3838,1,2,2,2,1385504
3414,3,3,2,2,1340899
3515,3,3,1,0,1307284
3521,1,3,2,0,1286481
3389,4,3,2,0,1213952
1461,4,2,2,0,750369
3489,2,3,2,1,1338983
1526,5,1,1,2,781749
2632,2,1,1,1,935492
2875,2,1,1,2,1057242
3363,5,1,1,1,1391372
1973,1,1,1,0,714452
3001,4,1,2,2,1166448
2447,2,2,1,0,974949
3176,5,1,1,2,1353382
3792,3,3,2,2,1407233
1677,2,1,2,0,813028
1164,4,2,1,0,629167
511,1,1,1,0,300721
1656,2,3,2,1,778173
803,2,3,1,2,445999
3864,5,2,2,2,1516623
3522,3,2,2,2,1339985
3871,3,2,1,0,1297796
2263,1,2,1,2,879948
3330,4,1,1,2,1184212
542,1,1,2,0,283333
1443,2,3,2,0,629314
2890,2,2,1,2,1105940
1849,3,2,1,1,689491
3045,4,1,1,0,1080390
2911,5,2,2,1,1208462
1390,4,3,2,1,787942
2974,2,3,2,1,1148279
1504,5,2,1,1,848714
520,4,3,2,0,491394
906,4,3,2,2,630912
3166,5,1,1,2,1226221
1514,2,3,2,0,673031
835,4,2,1,0,529524
2338,5,2,2,1,963662
3688,2,3,1,1,1286889
1647,5,2,1,0,847267
2946,5,1,2,2,1242774
3340,4,3,1,1,1314349
2327,2,3,2,0,897727
1214,4,3,1,0,587055
550,1,2,1,0,186230
823,1,2,1,1,376565
1288,2,3,2,0,690847
640,5,2,1,2,553845
969,4,2,1,0,621769
1286,4,3,2,1,671965
2325,2,3,1,2,951657
1857,2,2,1,2,731915
2416,1,3,1,0,847686
1463,3,3,1,0,736129
3555,2,3,2,2,1320477
872,3,3,1,0,452323
3041,2,2,1,1,1112201
2192,5,3,2,2,1031791
3298,5,1,1,0,1217183
1679,1,3,1,2,643932
2838,1,1,2,0,1073694
2171,3,3,2,0,991919
3715,2,1,2,1,1198773
605,4,1,2,0,442081
1943,1,3,1,0,737125
3217,4,3,2,0,1281798
2181,4,3,1,1,946105
501,2,1,2,0,357653
3136,3,2,1,0,1217934
3191,2,2,2,0,1209750
2637,1,3,2,2,1017605
3916,4,2,1,1,1500232
849,2,2,2,2,467475
1786,2,3,2,1,701978
3922,2,1,2,1,1281462
3679,1,3,1,2,1251115
1562,3,2,2,1,723571
3456,2,1,2,1,1157642
2706,1,2,1,2,915306
3506,4,1,1,0,1282880
2859,5,2,2,1,1265905
3812,1,3,1,2,1350316
944,5,2,1,1,585023
2845,2,2,1,2,1065819
1451,2,1,2,0,538867
535,1,2,2,1,282323
1607,5,3,1,0,759241
1975,2,3,2,0,843941
2298,4,3,1,2,1015259
2345,3,1,2,1,930613
1908,3,1,1,1,827696
1695,2,2,2,1,673637
1899,5,2,1,1,938037
2208,2,2,2,1,976646
1885,5,1,2,2,866394
3106,4,1,1,1,1118649
3438,5,2,2,0,1318507
2688,2,1,2,0,995829
3434,4,1,2,1,1402514
3689,1,3,2,2,1401966
1800,3,3,2,2,892245
3273,2,2,2,1,1240864
1743,2,2,2,0,746127
3597,2,3,2,1,1360354
1020,4,1,1,1,586187
2306,1,2,2,1,816811
509,5,2,1,2,598371
1483,1,2,2,2,691671
2925,4,1,1,0,1088650
2156,2,3,2,0,909223
2160,3,2,1,1,966062
3229,2,3,1,0,1199634
3131,5,3,2,1,1324032
2699,3,1,1,0,1081186
1219,2,1,2,1,563467
1572,3,1,2,2,690206
3725,1,1,1,1,1174991
1358,4,1,2,2,560845
1816,2,1,1,2,823456
2103,5,2,1,0,919057
549,1,3,2,0,392897
3211,2,1,2,2,1117280
3078,1,2,2,1,1096747
3631,5,3,2,1,1506786
3738,2,1,2,0,1229443
3773,5,1,1,1,1494751
3404,3,2,1,1,1256288
645,5,3,2,1,616132
1414,3,1,2,2,746925
3540,2,3,2,2,1358981
1962,3,2,1,1,828858
2789,2,1,1,0,1083902
1080,2,3,1,1,546767
3234,4,2,2,0,1274856
2084,2,2,2,2,847018
982,3,1,1,1,448319
3679,4,3,2,1,1381910
1749,4,1,2,0,766989
1172,2,1,1,0,450913
1130,5,3,1,1,700116
3208,5,3,2,1,1398708
1161,4,3,1,0,637846
3352,2,2,2,2,1246598
2966,5,2,1,0,1194504
1487,2,3,1,1,798351
3731,2,2,2,2,1424711
2046,4,1,2,2,901419
1149,4,3,1,2,698309
1468,1,1,2,2,523380
3137,5,3,1,1,1305379
1600,5,1,2,2,799980
3056,5,3,1,0,1313944
940,3,1,1,0,435484
3825,2,3,1,0,1440387
1420,4,3,2,1,767728
1269,5,2,1,2,697229
1843,1,1,1,0,654507
2326,5,2,1,0,1064638
762,2,1,1,0,404620
2077,2,2,2,2,860928
3945,4,3,2,0,1557381
3184,3,2,1,2,1256024
3738,4,2,1,2,1472474
3006,5,3,2,2,1298016
1498,1,2,1,1,580268
3851,4,3,2,1,1489932
1199,3,1,1,2,564996
2849,4,2,2,2,1189983
2103,2,3,1,1,855618
1741,5,3,2,1,1000053
1625,5,2,2,2,842259
3101,5,1,2,1,1215964
2835,5,2,1,0,1212786
1690,5,3,2,2,920576
3168,5,1,2,2,1266082
1505,1,2,1,1,635605
535,3,3,1,0,406550
1243,5,2,1,1,794114
2264,3,1,1,0,831692
852,5,1,2,0,546558
2422,4,1,1,2,1012983
572,5,1,1,0,539489
3195,2,1,1,2,1102824
1876,1,2,1,0,711625
2414,4,1,1,2,946001
1593,4,1,1,0,773736
2972,2,3,1,1,1084008
3546,5,1,2,0,1414738
1207,1,3,2,1,590620
2304,4,3,2,0,930403
3108,1,3,2,0,1122866
3375,4,2,2,2,1317215
1455,5,2,1,0,791425
3064,4,3,1,0,1185496
2975,4,2,1,0,1143428
659,3,1,1,1,472623
2696,5,2,2,2,1244853
3323,2,1,2,2,1147194
3801,2,1,1,0,1380118
2235,5,2,1,0,871397
2085,2,2,2,1,851228
566,5,3,2,0,485577
3561,2,2,2,2,1316868
2928,3,2,1,2,1125317
557,2,2,1,1,311218
3830,4,1,2,1,1397129
841,5,1,2,2,562968
1653,1,1,1,1,614719
3274,1,3,1,0,1190936
1695,5,3,1,0,966440
3317,3,3,1,1,1261555
3161,2,1,2,2,1163240
1732,3,2,2,1,843910
2901,1,3,2,2,1057853
1994,5,3,1,1,934045
2321,5,1,1,1,1108721
615,3,3,1,1,450511
3835,3,2,2,0,1411366
1161,2,1,2,0,438106
1965,4,1,2,2,863309
3000,4,2,1,1,1289356
2368,2,2,1,0,913540
2834,4,2,2,1,1163765
3874,1,3,1,2,1421885
1516,4,2,2,0,672545
810,2,1,2,2,422262
707,4,2,2,0,625849
3165,5,1,2,1,1282001
2993,3,1,1,2,1125055
3217,1,3,1,0,1184057
1132,5,2,1,0,732032
2602,5,3,1,1,1090522
3459,2,2,1,2,1269098
3583,3,2,1,2,1422689
1156,3,2,2,2,594645
1923,1,2,1,1,703278
2431,2,2,1,0,910740
3527,1,1,1,0,1192817
3062,4,1,2,2,1147216
2179,5,2,1,0,828073
736,1,1,2,2,381574
3850,5,3,1,1,1588293
847,2,3,1,1,463502
3174,4,3,1,1,1246680
3675,2,2,2,2,1324151
1129,4,2,2,0,718577
2040,4,1,1,1,843771
2503,5,1,1,2,1109414
1771,2,1,1,2,653621
863,2,3,2,1,448614
2868,1,3,2,1,1097652
785,2,3,1,1,542218
648,1,3,2,0,418850
1607,3,1,2,0,599408
2953,3,2,2,2,1144902
3525,3,2,2,1,1334445
955,2,3,1,1,514478
2266,2,2,1,0,763816
1299,1,2,2,1,489840
1684,4,2,2,2,795111
1512,1,3,2,1,645219
3331,3,1,1,0,1102597
3007,1,1,1,2,1062111
2023,4,2,2,2,932250
3285,2,1,2,1,1118339
3056,1,1,2,2,1076479
980,3,3,2,1,516998
2186,3,3,1,1,928195
2661,2,2,1,0,888264
3296,1,2,1,2,1066060
2101,4,2,1,1,902597
2908,2,3,1,1,1061586
840,1,1,1,1,386214
3317,5,3,2,2,1404167
2510,3,3,2,2,1168019
3308,4,1,1,2,1259141
3516,4,1,1,1,1154829
2996,4,2,1,2,1107083
2366,3,1,2,1,884993
1334,1,1,2,2,719426
1703,2,1,2,2,709063
2225,1,1,2,1,857926
3978,2,2,1,2,1453760
2189,4,2,2,1,908354
3767,1,1,1,2,1170443
810,4,1,2,2,575115
761,5,2,2,2,497277
1942,4,2,2,2,961482
905,4,1,2,0,535647
2690,2,3,1,1,1062802
841,5,2,1,0,597472
1839,4,2,1,2,879541
3672,4,2,1,2,1416824
743,5,1,1,1,551980
989,5,1,1,1,614004
511,1,2,1,1,229476
3810,2,1,2,1,1308307
1060,5,1,1,2,756488
541,5,2,2,1,543005
3225,3,1,1,0,1224622
1093,5,3,2,1,673742
1952,2,1,1,1,700572
2326,4,1,2,0,907627
3729,4,2,1,0,1332111
3787,4,2,1,0,1334980
2193,4,3,1,0,979560
633,3,1,1,1,387109
3638,5,3,2,0,1515174
3578,4,3,1,2,1397880
1447,1,2,1,1,458938
572,4,1,2,2,493780
898,5,2,1,1,512879
1928,4,3,2,1,934119
3125,3,3,2,2,1208932
3406,2,2,1,0,1213425
629,2,2,1,0,296519
3478,5,2,2,2,1462316
3777,2,2,1,0,1314980
2311,2,2,2,1,891089
2501,1,3,1,1,840562
765,5,2,1,1,665026
2060,5,1,2,0,892660
2485,2,3,1,0,968647
1292,2,3,1,2,580156
2800,2,1,1,1,1193874
3369,3,1,2,2,1268171
1812,4,3,1,0,822865
663,3,2,2,2,509187
594,5,3,1,0,575703
2305,1,3,2,1,906229
3380,4,1,1,1,1262824
1633,1,3,1,0,671925
2883,5,2,2,0,1207132
1321,5,1,1,0,695035
737,1,3,2,1,376829
2928,1,3,1,0,965228
3446,1,2,2,1,1226962
3030,5,3,1,2,1329315
2460,2,3,2,1,1047831
3449,1,3,1,2,1227125
1548,4,3,2,1,798613
2176,5,2,2,1,947309
3688,3,3,1,0,1364423
3029,3,3,2,1,1221709
3963,4,3,2,0,1427913
3464,2,1,1,0,1242651
3541,1,2,1,0,1156698
1463,5,1,1,1,744094
1036,1,1,1,0,440688
3650,5,2,1,2,1454634
2103,3,1,1,2,931068
3744,1,1,2,1,1289640
2479,4,1,2,0,1006283
3583,2,2,2,2,1148887
627,4,3,1,1,562909
591,2,2,1,1,313322
1042,1,2,2,1,520193
1345,1,2,2,1,593009
2181,2,1,1,1,809360
